Cause,Type,Year,Total Deaths,Source
Banjir Bandang,Bencana Alam,2018,18,Profil Kesehatan Indonesia Tahun 2018
Banjir Bandang,Bencana Alam,2019,109,Profil Kesehatan Indonesia Tahun 2019
Banjir Bandang,Bencana Alam,2020,49,Profil Kesehatan Indonesia Tahun 2020
Banjir Bandang,Bencana Alam,2021,120,Profil Kesehatan Indonesia Tahun 2021
Banjir Bandang dan Angin Siklon Tropis,Bencana Alam,2012,0,Profil Kesehatan Indonesia Tahun 2012
Banjir Bandang dan Tanah Longsor,Bencana Alam,2007,2,Profil Kesehatan Indonesia Tahun 2007
Banjir Bandang dan Tanah Longsor,Bencana Alam,2012,0,Profil Kesehatan Indonesia Tahun 2012
Banjir dan Tanah Longsor,Bencana Alam,2007,265,Profil Kesehatan Indonesia Tahun 2007
Banjir dan Tanah Longsor,Bencana Alam,2011,3,Profil Kesehatan Indonesia Tahun 2011
Banjir dan Tanah Longsor,Bencana Alam,2012,20,Profil Kesehatan Indonesia Tahun 2012
Banjir dan Tanah Longsor,Bencana Alam,2015,2,Profil Kesehatan Indonesia Tahun 2015
Banjir dan Tanah Longsor,Bencana Alam,2016,11,Profil Kesehatan Indonesia Tahun 2016
Banjir dan Tanah Longsor,Bencana Alam,2017,49,Profil Kesehatan Indonesia Tahun 2017
Banjir dan Tanah Longsor,Bencana Alam,2018,43,Profil Kesehatan Indonesia Tahun 2018
Banjir dan Tanah Longsor,Bencana Alam,2019,98,Profil Kesehatan Indonesia Tahun 2019
Banjir dan Tanah Longsor,Bencana Alam,2020,67,Profil Kesehatan Indonesia Tahun 2020
Banjir dan Tanah Longsor,Bencana Alam,2021,106,Profil Kesehatan Indonesia Tahun 2021
Banjir disertai Tanah Longsor,Bencana Alam,2008,17,Profil Kesehatan Indonesia Tahun 2008
Banjir disertai Tanah Longsor,Bencana Alam,2009,4,Profil Kesehatan Indonesia Tahun 2009
Banjir disertai Tanah Longsor,Bencana Alam,2010,19,Profil Kesehatan Indonesia Tahun 2010
Banjir Lahar Dingin,Bencana Alam,2009,0,Profil Kesehatan Indonesia Tahun 2009
Banjir Lahar Dingin,Bencana Alam,2011,6,Profil Kesehatan Indonesia Tahun 2011
Banjir Lahar Dingin,Bencana Alam,2012,6,Profil Kesehatan Indonesia Tahun 2012
Batuk Rejan,Bencana Non Alam dan Penyakit,2004,4,Profil Kesehatan Indonesia Tahun 2004
Batuk Rejan,Bencana Non Alam dan Penyakit,2006,1,Profil Kesehatan Indonesia Tahun 2006
Bencana kelaparan,Bencana Sosial,2006,1,Profil Kesehatan Indonesia Tahun 2006
Campak,Bencana Non Alam dan Penyakit,2006,9,Profil Kesehatan Indonesia Tahun 2006
Campak,Bencana Non Alam dan Penyakit,2008,1,Profil Kesehatan Indonesia Tahun 2008
Campak,Bencana Non Alam dan Penyakit,2010,7,Profil Kesehatan Indonesia Tahun 2010
Campak,Bencana Non Alam dan Penyakit,2011,9,Profil Kesehatan Indonesia Tahun 2011
Campak,Bencana Non Alam dan Penyakit,2012,4,Profil Kesehatan Indonesia Tahun 2012
Campak,Bencana Non Alam dan Penyakit,2013,2,Profil Kesehatan Indonesia Tahun 2013
Campak,Bencana Non Alam dan Penyakit,2014,8,Profil Kesehatan Indonesia Tahun 2014
Campak,Bencana Non Alam dan Penyakit,2015,1,Profil Kesehatan Indonesia Tahun 2015
Campak,Bencana Non Alam dan Penyakit,2017,1,Profil Kesehatan Indonesia Tahun 2017
Campak,Bencana Non Alam dan Penyakit,2018,0,Profil Kesehatan Indonesia Tahun 2018
Cedera intrakranial,Bencana Non Alam dan Penyakit,2004,2554,Profil Kesehatan Indonesia Tahun 2004
Cedera intrakranial,Bencana Non Alam dan Penyakit,2005,3021,Profil Kesehatan Indonesia Tahun 2005
Cedera intrakranial,Bencana Non Alam dan Penyakit,2006,2519,Profil Kesehatan Indonesia Tahun 2006
Cedera intrakranial,Bencana Non Alam dan Penyakit,2006,2519,Profil Kesehatan Indonesia Tahun 2007
Cedera intrakranial,Bencana Non Alam dan Penyakit,2010,1025,Profil Kesehatan Indonesia Tahun 2010
Cedera intrakranial,Bencana Non Alam dan Penyakit,2010,1025,Profil Kesehatan Indonesia Tahun 2011
Cedera lahir,Bencana Non Alam dan Penyakit,2004,23,Profil Kesehatan Indonesia Tahun 2004
Cedera lahir,Bencana Non Alam dan Penyakit,2005,51,Profil Kesehatan Indonesia Tahun 2005
Cedera lahir,Bencana Non Alam dan Penyakit,2006,57,Profil Kesehatan Indonesia Tahun 2006
Cedera YDT lainnya YTT dan daerah badan Multipel,Bencana Non Alam dan Penyakit,2010,605,Profil Kesehatan Indonesia Tahun 2010
Cedera YDT lainnya YTT dan daerah badan Multipel,Bencana Non Alam dan Penyakit,2010,605,Profil Kesehatan Indonesia Tahun 2011
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2005,5331,Profil Kesehatan Indonesia Tahun 2005
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2006,4770,Profil Kesehatan Indonesia Tahun 2006
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2006,4770,Profil Kesehatan Indonesia Tahun 2007
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2007,5945,Profil Kesehatan Indonesia Tahun 2008
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2008,5767,Profil Kesehatan Indonesia Tahun 2008
"Cedera, Keracunan, dan Akibat Sebab Luar Tertentu Lainnya",Bencana Non Alam dan Penyakit,2008,5767,Profil Kesehatan Indonesia Tahun 2008
Cikungunya,Bencana Non Alam dan Penyakit,2006,0,Profil Kesehatan Indonesia Tahun 2006
COVID-19,Bencana Non Alam dan Penyakit,2020,22138,Profil Kesehatan Indonesia Tahun 2020 dan COVID19.go.id
COVID-19,Bencana Non Alam dan Penyakit,2021,121956,COVID19.go.id
COVID-19,Bencana Non Alam dan Penyakit,2022,12876,COVID19.go.id
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,68,Profil Kesehatan Indonesia Tahun 2006
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,2223,Profil Kesehatan Indonesia Tahun 2006
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,2223,Profil Kesehatan Indonesia Tahun 2007
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2006,1196,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1599,Profil Kesehatan Indonesia Tahun 2007
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1599,Profil Kesehatan Indonesia Tahun 2009
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2007,1599,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2008,1187,Profil Kesehatan Indonesia Tahun 2009
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2008,1187,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,898,Profil Kesehatan Indonesia Tahun 2009
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,1420,Profil Kesehatan Indonesia Tahun 2009
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2009,1420,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,325,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,1358,Profil Kesehatan Indonesia Tahun 2010
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2010,325,Profil Kesehatan Indonesia Tahun 2011
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2011,597,Profil Kesehatan Indonesia Tahun 2011
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2012,816,Profil Kesehatan Indonesia Tahun 2012
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2013,871,Profil Kesehatan Indonesia Tahun 2013
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2014,907,Profil Kesehatan Indonesia Tahun 2014
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2015,1071,Profil Kesehatan Indonesia Tahun 2015
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2016,1598,Profil Kesehatan Indonesia Tahun 2016
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2017,493,Profil Kesehatan Indonesia Tahun 2017
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2018,467,Profil Kesehatan Indonesia Tahun 2018
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2019,919,Profil Kesehatan Indonesia Tahun 2019
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2020,747,Profil Kesehatan Indonesia Tahun 2020
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2021,705,Profil Kesehatan Indonesia Tahun 2021
Demam Berdarah Dengue (DBD),Bencana Non Alam dan Penyakit,2021,705,Profil Kesehatan Indonesia Tahun 2021
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2004,2619,Profil Kesehatan Indonesia Tahun 2004
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2009,1013,Profil Kesehatan Indonesia Tahun 2009
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2010,274,Profil Kesehatan Indonesia Tahun 2010
Demam Tifoid dan Paratifoid,Bencana Non Alam dan Penyakit,2010,274,Profil Kesehatan Indonesia Tahun 2011
Demam yang Sebabnya Tidak Diketahui,Bencana Non Alam dan Penyakit,2009,462,Profil Kesehatan Indonesia Tahun 2009
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2005,2086,Profil Kesehatan Indonesia Tahun 2005
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2006,2384,Profil Kesehatan Indonesia Tahun 2006
Diabetes melitus YTT,Bencana Non Alam dan Penyakit,2006,2384,Profil Kesehatan Indonesia Tahun 2007
Diare,Bencana Non Alam dan Penyakit,2002,94,Profil Kesehatan Indonesia Tahun 2006
Diare,Bencana Non Alam dan Penyakit,2003,128,Profil Kesehatan Indonesia Tahun 2006
Diare,Bencana Non Alam dan Penyakit,2004,53,Profil Kesehatan Indonesia Tahun 2006
Diare,Bencana Non Alam dan Penyakit,2006,49,Profil Kesehatan Indonesia Tahun 2006
Diare,Bencana Non Alam dan Penyakit,2006,277,Profil Kesehatan Indonesia Tahun 2006
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2004,3941,Profil Kesehatan Indonesia Tahun 2004
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2006,2716,Profil Kesehatan Indonesia Tahun 2006
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2006,2716,Profil Kesehatan Indonesia Tahun 2007
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2009,1747,Profil Kesehatan Indonesia Tahun 2009
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2010,1289,Profil Kesehatan Indonesia Tahun 2010
Diare & gastroenteritis Oleh penyebab infeksi tertentu (kolitis infeksi),Bencana Non Alam dan Penyakit,2010,1289,Profil Kesehatan Indonesia Tahun 2011
Difteri,Bencana Non Alam dan Penyakit,2005,1,Profil Kesehatan Indonesia Tahun 2005
Difteri,Bencana Non Alam dan Penyakit,2006,1,Profil Kesehatan Indonesia Tahun 2006
Difteri,Bencana Non Alam dan Penyakit,2007,11,Profil Kesehatan Indonesia Tahun 2007
Difteri,Bencana Non Alam dan Penyakit,2010,24,Profil Kesehatan Indonesia Tahun 2010
Difteri,Bencana Non Alam dan Penyakit,2011,38,Profil Kesehatan Indonesia Tahun 2011
Difteri,Bencana Non Alam dan Penyakit,2012,76,Profil Kesehatan Indonesia Tahun 2012
Difteri,Bencana Non Alam dan Penyakit,2013,39,Profil Kesehatan Indonesia Tahun 2013
Difteri,Bencana Non Alam dan Penyakit,2014,16,Profil Kesehatan Indonesia Tahun 2014
Difteri,Bencana Non Alam dan Penyakit,2015,5,Profil Kesehatan Indonesia Tahun 2015
Difteri,Bencana Non Alam dan Penyakit,2016,24,Profil Kesehatan Indonesia Tahun 2016
Difteri,Bencana Non Alam dan Penyakit,2017,44,Profil Kesehatan Indonesia Tahun 2017
Difteri,Bencana Non Alam dan Penyakit,2018,29,Profil Kesehatan Indonesia Tahun 2018
Difteri,Bencana Non Alam dan Penyakit,2019,23,Profil Kesehatan Indonesia Tahun 2019
Difteri,Bencana Non Alam dan Penyakit,2020,13,Profil Kesehatan Indonesia Tahun 2020
Difteri,Bencana Non Alam dan Penyakit,2021,25,Profil Kesehatan Indonesia Tahun 2021
Difteri,Bencana Non Alam dan Penyakit,2021,25,Profil Kesehatan Indonesia Tahun 2021
Dispepsia,Bencana Non Alam dan Penyakit,2009,520,Profil Kesehatan Indonesia Tahun 2009
Dispepsia,Bencana Non Alam dan Penyakit,2010,166,Profil Kesehatan Indonesia Tahun 2010
Dispepsia,Bencana Non Alam dan Penyakit,2010,166,Profil Kesehatan Indonesia Tahun 2011
Eklamsia dan preeklamsia,Bencana Non Alam dan Penyakit,2004,145,Profil Kesehatan Indonesia Tahun 2004
Eklamsia dan preeklamsia,Bencana Non Alam dan Penyakit,2005,197,Profil Kesehatan Indonesia Tahun 2005
Eklamsia dan preeklamsia,Bencana Non Alam dan Penyakit,2006,166,Profil Kesehatan Indonesia Tahun 2006
Erupsi Gunung Api,Bencana Alam,2012,0,Profil Kesehatan Indonesia Tahun 2012
Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,Bencana Non Alam dan Penyakit,2005,796,Profil Kesehatan Indonesia Tahun 2005
Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,Bencana Non Alam dan Penyakit,2006,925,Profil Kesehatan Indonesia Tahun 2006
Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,Bencana Non Alam dan Penyakit,2006,925,Profil Kesehatan Indonesia Tahun 2007
Faktor yg Mempengaruhi Keadaan Kesehatan & yg Berhubungan dengan Pelayanan Kesehatan,Bencana Non Alam dan Penyakit,2008,1627,Profil Kesehatan Indonesia Tahun 2008
Gagal ginjal lainnya,Bencana Non Alam dan Penyakit,2005,3047,Profil Kesehatan Indonesia Tahun 2005
Gagal ginjal lainnya,Bencana Non Alam dan Penyakit,2006,2521,Profil Kesehatan Indonesia Tahun 2006
Gagal ginjal lainnya,Bencana Non Alam dan Penyakit,2006,2521,Profil Kesehatan Indonesia Tahun 2007
Gagal Teknologi,Bencana Non Alam dan Penyakit,2015,23,Profil Kesehatan Indonesia Tahun 2015
Gagal Teknologi,Bencana Non Alam dan Penyakit,2016,20,Profil Kesehatan Indonesia Tahun 2016
Gagal Teknologi,Bencana Non Alam dan Penyakit,2017,0,Profil Kesehatan Indonesia Tahun 2017
Gagal Teknologi,Bencana Non Alam dan Penyakit,2018,5,Profil Kesehatan Indonesia Tahun 2018
Gagal Teknologi,Bencana Non Alam dan Penyakit,2019,1,Profil Kesehatan Indonesia Tahun 2019
Gagal Teknologi,Bencana Non Alam dan Penyakit,2020,1,Profil Kesehatan Indonesia Tahun 2020
Gagal Teknologi,Bencana Non Alam dan Penyakit,2021,7,Profil Kesehatan Indonesia Tahun 2021
Gangguan Mental & Perilaku,Bencana Non Alam dan Penyakit,2005,164,Profil Kesehatan Indonesia Tahun 2005
Gangguan Mental & Perilaku,Bencana Non Alam dan Penyakit,2006,227,Profil Kesehatan Indonesia Tahun 2006
Gangguan Mental & Perilaku,Bencana Non Alam dan Penyakit,2006,227,Profil Kesehatan Indonesia Tahun 2007
Gangguan Mental & Perilaku,Bencana Non Alam dan Penyakit,2008,204,Profil Kesehatan Indonesia Tahun 2008
Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,Bencana Non Alam dan Penyakit,2004,548,Profil Kesehatan Indonesia Tahun 2004
Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,Bencana Non Alam dan Penyakit,2005,724,Profil Kesehatan Indonesia Tahun 2005
Gangguan saluran napas lainnya yang berhubungan dengan masa perinatal,Bencana Non Alam dan Penyakit,2006,662,Profil Kesehatan Indonesia Tahun 2006
Gastritis dan Duodenitis,Bencana Non Alam dan Penyakit,2009,235,Profil Kesehatan Indonesia Tahun 2009
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2005,3264,Profil Kesehatan Indonesia Tahun 2005
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2006,3296,Profil Kesehatan Indonesia Tahun 2006
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2006,3296,Profil Kesehatan Indonesia Tahun 2007
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2007,3967,Profil Kesehatan Indonesia Tahun 2008
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2008,4238,Profil Kesehatan Indonesia Tahun 2008
"Gejala, Tanda & Penemuan Laboratorium, Klinik Abnormal YTK",Bencana Non Alam dan Penyakit,2008,4238,Profil Kesehatan Indonesia Tahun 2008
Gelombang Besar,Bencana Alam,2012,3,Profil Kesehatan Indonesia Tahun 2012
Gelombang Besar dan Angin Siklon Tropis,Bencana Alam,2012,1,Profil Kesehatan Indonesia Tahun 2012
Gelombang Pasang,Bencana Alam,2008,5,Profil Kesehatan Indonesia Tahun 2008
Gelombang Pasang,Bencana Alam,2009,0,Profil Kesehatan Indonesia Tahun 2009
Gelombang Pasang,Bencana Alam,2010,0,Profil Kesehatan Indonesia Tahun 2010
Gelombang Pasang,Bencana Alam,2011,0,Profil Kesehatan Indonesia Tahun 2011
Gelombang Pasang/Badai,Bencana Alam,2016,4,Profil Kesehatan Indonesia Tahun 2016
Gelombang Pasang/Badai,Bencana Alam,2017,0,Profil Kesehatan Indonesia Tahun 2017
Gelombang Pasang/Badai,Bencana Alam,2018,0,Profil Kesehatan Indonesia Tahun 2018
Gelombang Pasang/Badai,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Gelombang Pasang/Badai,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Gelombang Pasang/Badai,Bencana Alam,2021,7,Profil Kesehatan Indonesia Tahun 2021
Gempa & Tsunami,Bencana Alam,2010,509,Profil Kesehatan Indonesia Tahun 2010
Gempa Bumi,Bencana Alam,2005,1801,Profil Kesehatan Indonesia Tahun 2005
Gempa Bumi,Bencana Alam,2006,6469,Profil Kesehatan Indonesia Tahun 2006
Gempa Bumi,Bencana Alam,2007,99,Profil Kesehatan Indonesia Tahun 2007
Gempa Bumi,Bencana Alam,2008,14,Profil Kesehatan Indonesia Tahun 2008
Gempa Bumi,Bencana Alam,2009,1209,Profil Kesehatan Indonesia Tahun 2009
Gempa Bumi,Bencana Alam,2010,7,Profil Kesehatan Indonesia Tahun 2010
Gempa Bumi,Bencana Alam,2011,1,Profil Kesehatan Indonesia Tahun 2011
Gempa Bumi,Bencana Alam,2012,13,Profil Kesehatan Indonesia Tahun 2012
Gempa Bumi,Bencana Alam,2015,2,Profil Kesehatan Indonesia Tahun 2015
Gempa Bumi,Bencana Alam,2016,107,Profil Kesehatan Indonesia Tahun 2016
Gempa Bumi,Bencana Alam,2017,4,Profil Kesehatan Indonesia Tahun 2017
Gempa Bumi,Bencana Alam,2018,573,Profil Kesehatan Indonesia Tahun 2018
Gempa Bumi,Bencana Alam,2019,64,Profil Kesehatan Indonesia Tahun 2019
Gempa Bumi,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Gempa Bumi,Bencana Alam,2021,121,Profil Kesehatan Indonesia Tahun 2021
Gempa Bumi dan Tsunami,Bencana Alam,2016,0,Profil Kesehatan Indonesia Tahun 2016
Gempa Bumi dan Tsunami,Bencana Alam,2017,0,Profil Kesehatan Indonesia Tahun 2017
Gempa Bumi dan Tsunami,Bencana Alam,2018,2615,Profil Kesehatan Indonesia Tahun 2018
Gempa Bumi dan Tsunami,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Gempa Bumi dan Tsunami,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Gempa Bumi dan Tsunami,Bencana Alam,2021,0,Profil Kesehatan Indonesia Tahun 2021
Gizi Buruk,Bencana Non Alam dan Penyakit,2005,293,Profil Kesehatan Indonesia Tahun 2005
Hepatitis A,Bencana Non Alam dan Penyakit,2018,0,Profil Kesehatan Indonesia Tahun 2018
Hepatitis B,Bencana Non Alam dan Penyakit,2005,5,Profil Kesehatan Indonesia Tahun 2005
Hepatitis B,Bencana Non Alam dan Penyakit,2006,7,Profil Kesehatan Indonesia Tahun 2006
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2004,7,Profil Kesehatan Indonesia Tahun 2004
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2005,8,Profil Kesehatan Indonesia Tahun 2005
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2006,5,Profil Kesehatan Indonesia Tahun 2006
Hipertensi Esensial (Primer),Bencana Non Alam dan Penyakit,2009,935,Profil Kesehatan Indonesia Tahun 2009
Hipertensi Esensial (Primer),Bencana Non Alam dan Penyakit,2010,955,Profil Kesehatan Indonesia Tahun 2010
Hipertensi Esensial (Primer),Bencana Non Alam dan Penyakit,2010,955,Profil Kesehatan Indonesia Tahun 2011
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2004,1297,Profil Kesehatan Indonesia Tahun 2004
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2005,1876,Profil Kesehatan Indonesia Tahun 2005
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2006,1792,Profil Kesehatan Indonesia Tahun 2006
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2004,137,Profil Kesehatan Indonesia Tahun 2004
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2005,138,Profil Kesehatan Indonesia Tahun 2005
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2006,117,Profil Kesehatan Indonesia Tahun 2006
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2004,5532,Profil Kesehatan Indonesia Tahun 2004
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2009,162,Profil Kesehatan Indonesia Tahun 2009
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2010,589,Profil Kesehatan Indonesia Tahun 2010
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2010,589,Profil Kesehatan Indonesia Tahun 2011
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2004,362,Profil Kesehatan Indonesia Tahun 2004
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2005,461,Profil Kesehatan Indonesia Tahun 2005
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2006,548,Profil Kesehatan Indonesia Tahun 2006
Kebakaran,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
Kebakaran,Bencana Non Alam dan Penyakit,2009,2,Profil Kesehatan Indonesia Tahun 2009
Kebakaran,Bencana Non Alam dan Penyakit,2010,29,Profil Kesehatan Indonesia Tahun 2010
Kebakaran,Bencana Non Alam dan Penyakit,2012,88,Profil Kesehatan Indonesia Tahun 2012
Kebakaran,Bencana Non Alam dan Penyakit,2015,62,Profil Kesehatan Indonesia Tahun 2015
Kebakaran,Bencana Non Alam dan Penyakit,2016,42,Profil Kesehatan Indonesia Tahun 2016
Kebakaran,Bencana Non Alam dan Penyakit,2017,1,Profil Kesehatan Indonesia Tahun 2017
Kebakaran,Bencana Non Alam dan Penyakit,2018,15,Profil Kesehatan Indonesia Tahun 2018
Kebakaran,Bencana Non Alam dan Penyakit,2019,3,Profil Kesehatan Indonesia Tahun 2019
Kebakaran,Bencana Non Alam dan Penyakit,2020,6,Profil Kesehatan Indonesia Tahun 2020
Kebakaran,Bencana Non Alam dan Penyakit,2021,42,Profil Kesehatan Indonesia Tahun 2021
Kebakaran (Pemukiman),Bencana Non Alam dan Penyakit,2011,6,Profil Kesehatan Indonesia Tahun 2011
Kebakaran Hutan dan Lahan,Bencana Alam,2015,22,Profil Kesehatan Indonesia Tahun 2015
Kebakaran Hutan dan Lahan,Bencana Alam,2016,0,Profil Kesehatan Indonesia Tahun 2016
Kebakaran Hutan dan Lahan,Bencana Alam,2017,0,Profil Kesehatan Indonesia Tahun 2017
Kebakaran Hutan dan Lahan,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Kebakaran Hutan dan Lahan,Bencana Non Alam dan Penyakit,2020,0,Profil Kesehatan Indonesia Tahun 2020
Kebakaran Hutan dan Lahan,Bencana Non Alam dan Penyakit,2021,0,Profil Kesehatan Indonesia Tahun 2021
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2008,11,Profil Kesehatan Indonesia Tahun 2008
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2009,33,Profil Kesehatan Indonesia Tahun 2009
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2010,8,Profil Kesehatan Indonesia Tahun 2010
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2011,0,Profil Kesehatan Indonesia Tahun 2011
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2015,0,Profil Kesehatan Indonesia Tahun 2015
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2016,1,Profil Kesehatan Indonesia Tahun 2016
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2017,0,Profil Kesehatan Indonesia Tahun 2017
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2018,22,Profil Kesehatan Indonesia Tahun 2018
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2019,0,Profil Kesehatan Indonesia Tahun 2019
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2020,0,Profil Kesehatan Indonesia Tahun 2020
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2021,1,Profil Kesehatan Indonesia Tahun 2021
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2006,1784,Profil Kesehatan Indonesia Tahun 2006
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2007,1883,Profil Kesehatan Indonesia Tahun 2007
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2004,11204,Profil Kesehatan Indonesia Tahun 2004
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2005,0,Profil Kesehatan Indonesia Tahun 2005
